x,y
8.729096989966555,0.8307481835377387
9.799331103678927,0.8825188397419418
2.040133779264214,0.7445425020963574
8.461538461538462,1.409159040669907
5.551839464882943,0.7585026696295563
0.8695652173913043,0.472052900945791
4.247491638795986,-0.0888424684287967
9.498327759197323,0.9643086095199188
0.6354515050167224,0.8735887645071095
8.494983277591972,0.4248084295700544
6.387959866220736,0.949383796369671
9.698996655518394,0.2289269107237308
7.157190635451505,0.8408896238720606
1.5384615384615383,-0.3864525905888616
9.899665551839464,1.1806362215778712
6.454849498327759,0.1083162771390732
2.5752508361204014,0.1582246411839791
1.705685618729097,-0.0883758171302608
3.277591973244147,-0.7557623327120362
6.153846153846153,0.3283699830223564
7.85953177257525,-0.2865830387136208
9.933110367892976,1.0342733866381812
7.826086956521738,0.3572082358370765
9.130434782608695,0.2315649352270288
9.063545150501673,-0.2893832796646718
9.397993311036789,0.3763823599884556
0.0,0.798685661204493
2.140468227424749,1.2660873622859443
6.722408026755852,0.8587599332166955
3.0769230769230766,-1.2267434783318203
